,Player,age,position,Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Goals,Assists,SpG,KeyP,Drb.1,Fouled,Off,Disp,UnsTch,Assists.1,KeyP.1,AvgP,PS%,Crosses,LongB,ThrB
335,Ayoze Perez,27,Forward,Leicester City,2019,922,1097,Spain,33,16,17,8,3,5,4,0,4,1,0,12,7,5,23,10,13,0,0,0.53,0.18,0.36,0.29,0.41,252,1.03,88,61,0,505,0.0,45,66,-1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
336,Azzedine Ounahi,21,Defender,Strasbourg,0,0,0,Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
337,Aïssa Mandi,29,Defender,Real Betis,2578,1433,1145,Algeria,29,16,13,0,0,0,0,0,0,0,0,6,3,3,34,20,14,10,0,0.0,0.0,0.0,0.0,0.0,0,1.19,76,89,258,0,0.35,284,315,91,23,1.1,1.3,1.0,,3.0,0.2,0.5,0,0,0,0.4,0.2,,0.6,0.2,0.2,0.3,0,0.2,62.0,89.7,0.0,4.7,0.0
338,Babacar Gueye,26,Forward,Paderborn,109,47,62,Senegal,3,2,1,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0.0,0.0,0.0,0.0,0.0,0,4.13,22,36,0,0,0.0,-1,-1,-1,22,0.7,0.0,1.3,,1.0,0.3,0.3,0,0,0,0.7,0.7,0.0,0.3,0.3,1.0,1.7,0,0.7,8.0,83.3,0.0,0.0,0.0
339,Bafodé Diakité,21,Defender,Toulouse,1368,567,801,France,16,7,9,2,2,0,0,0,0,0,0,3,2,1,26,9,17,2,1,0.13,0.0,0.13,0.32,0.0,684,1.71,53,86,456,0,0.2,117,380,147,7,1.4,1.3,0.3,,4.6,0.4,0.6,0,2,0,0.6,0.1,0.3,0.3,0.0,0.1,0.2,0,0.1,39.8,87.1,0.1,1.8,0.0
340,Bailey Peacock-Farrell,24,Goalkeeper,Burnley,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
341,Bakary Adama Soumaoro,28,Defender,Genoa,637,360,277,France,8,4,4,1,0,1,0,0,0,0,0,2,1,1,14,10,4,2,0,0.14,0.0,0.14,0.0,0.32,637,1.98,46,80,319,0,0.28,137,289,172,9,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
342,Bakary Adama Soumaoro,28,Defender,Lille,413,233,180,France,6,4,2,1,0,1,0,0,0,0,0,3,3,0,5,2,3,0,0,0.22,0.0,0.22,0.0,0.5,413,1.09,83,69,0,0,0.0,74,218,76,9,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
343,Bakaye Dibassy,31,Defender,Amiens SC,1870,931,939,France,22,11,11,2,1,1,0,0,0,0,0,5,3,2,34,13,21,6,1,0.1,0.0,0.1,0.1,0.1,935,1.64,55,85,267,0,0.34,138,283,144,4,1.2,1.7,1.0,,3.4,0.2,0.8,1,2,0,0.2,0.1,0.5,0.6,0.0,0.1,0.7,0,0.1,38.7,79.1,0.1,0.8,0.0
344,Bakayo Sako,0,Midfielder,Arsenal,1755,834,921,England,26,13,13,1,0,1,5,3,2,0,0,8,4,4,17,7,10,6,0,0.31,0.26,0.05,0.0,0.1,1755,0.87,103,68,293,351,0.31,221,31,-1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
345,Balthazar Pierret,20,Midfielder,Nice,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
346,Baptiste Reynet,30,Goalkeeper,Toulouse,2034,990,1044,France,23,11,12,0,0,0,0,0,0,0,0,2,2,0,43,17,26,1,0,0.0,0.0,0.0,0.0,0.0,0,1.9,47,88,2034,0,0.04,364,364,156,19,0.0,0.0,0.0,,0.7,0.1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,33.2,59.8,0.0,9.3,0.0
347,Baptiste Santamaria,26,Midfielder,Angers SCO,2506,1336,1170,France,28,15,13,1,1,0,1,0,1,0,0,12,7,5,31,13,18,1,0,0.07,0.04,0.04,0.07,0.0,2506,1.11,81,90,2506,2506,0.04,209,214,-1,11,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
348,Bartosz Bereszyński,28,Defender,Sampdoria,2405,1158,1247,Poland,28,14,14,0,0,0,0,0,0,0,0,7,6,1,47,20,27,10,0,0.0,0.0,0.0,0.0,0.0,0,1.76,51,86,241,0,0.37,446,453,157,28,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
349,Bartosz Salamon,29,Defender,SPAL,341,131,210,Poland,7,4,3,0,0,0,0,0,0,0,0,0,0,0,7,3,4,1,0,0.0,0.0,0.0,0.0,0.0,0,1.85,49,49,341,0,0.26,276,267,165,15,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
350,Bartłomiej Drągowski,23,Goalkeeper,Fiorentina,2790,1530,1260,Poland,31,17,14,0,0,0,0,0,0,0,0,8,5,3,39,22,17,1,0,0.0,0.0,0.0,0.0,0.0,0,1.26,72,90,2790,0,0.03,372,371,83,18,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
351,Bas Dost,31,Forward,Eintracht Frankfurt,1475,758,717,Netherlands,24,12,12,8,3,5,2,0,2,0,0,3,2,1,25,15,10,2,0,0.61,0.12,0.49,0.36,0.63,184,1.53,59,61,738,738,0.12,28,140,-1,2,0.5,0.2,0.7,,0.9,0.2,0.1,0,8,2,1.3,0.8,0.1,0.5,0.4,0.2,0.8,2,0.8,19.1,59.2,0.0,0.5,0.0
352,Bassem Srarfi,23,Midfielder,Nice,132,35,97,Tunisia,3,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0,1.36,66,44,132,0,0.68,-1,-1,-1,27,0.3,0.7,1.7,,0.0,0.7,0.0,0,0,0,0.7,0.3,0.3,2.0,0.0,0.3,1.0,0,0.3,13.0,97.4,0.0,0.3,0.0
353,Bastian Badu,21,Forward,Montpellier,8,8,0,France,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,8,0,0,0.0,-1,-1,-1,14,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,100.0,0.0,0.0,0.0
354,Bastian Oczipka,32,Defender,Schalke 04,3014,1484,1530,Germany,34,17,17,0,0,0,5,3,2,0,0,7,4,3,55,24,31,4,0,0.15,0.15,0.0,0.0,0.0,0,1.64,55,89,754,603,0.12,389,103,91,27,2.1,1.1,0.8,,1.8,0.8,0.2,0,0,5,0.3,1.2,1.1,1.0,0.1,0.3,0.9,5,1.2,40.4,79.4,1.3,2.1,0.0
355,Bastos,30,Defender,Lazio,756,338,418,Angola,16,7,9,1,1,0,0,0,0,0,0,2,1,1,10,5,5,4,0,0.12,0.0,0.12,0.27,0.0,756,1.19,76,47,189,0,0.48,159,399,72,9,0.6,0.8,0.9,,1.5,0.8,0.5,1,1,0,0.4,0.0,,0.4,0.0,0.2,0.3,0,0.0,26.1,88.8,0.1,1.2,0.0
356,Batista Mendy,21,Defender,Nantes,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
357,Ben Chilwell,24,Defender,Leicester City,2376,1306,1070,England,27,15,12,3,1,2,3,1,2,0,0,10,5,5,24,15,9,3,0,0.23,0.11,0.11,0.07,0.17,792,0.91,99,88,792,792,0.11,144,126,29,7,1.6,1.0,1.1,0.2,2.0,1.1,0.2,0,3,3,0.6,1.3,0.7,1.1,0.0,0.8,1.9,3,1.3,61.3,78.3,0.7,2.0,0.0
358,Ben Davies,28,Defender,Tottenham Hotspur,1432,646,786,Wales,18,9,9,0,0,0,0,0,0,0,0,5,4,1,18,6,12,6,0,0.0,0.0,0.0,0.0,0.0,0,1.13,80,80,239,0,0.38,284,394,55,19,1.6,1.2,1.5,0.4,2.3,0.8,0.7,0,0,0,0.4,0.5,0.5,0.4,0.1,0.5,0.4,0,0.5,44.2,76.6,0.6,1.4,0.0
359,Ben Foster,38,Goalkeeper,Watford,3420,1710,1710,England,38,19,19,0,0,0,0,0,0,0,0,9,7,2,58,25,33,1,0,0.0,0.0,0.0,0.0,0.0,0,1.53,59,90,3420,0,0.03,398,368,123,17,0.0,0.0,0.1,0.0,0.8,0.1,0.0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0,0.0,28.7,40.4,0.0,8.5,0.0
360,Ben Gibson,28,Defender,Burnley,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
361,Ben Godfrey,23,Midfielder,Norwich City,2646,1336,1310,England,30,15,15,0,0,0,0,0,0,0,0,4,2,2,59,30,29,4,1,0.0,0.0,0.0,0.0,0.0,0,2.01,45,88,529,0,0.17,346,332,-1,27,0.7,0.8,0.5,0.3,4.9,0.3,1.2,1,0,0,0.5,0.1,0.3,0.3,0.0,0.1,0.4,0,0.1,55.3,87.9,0.0,3.2,0.0
362,Ben Mee,31,Defender,Burnley,2880,1440,1440,England,32,16,16,1,0,1,1,0,1,0,0,13,8,5,43,18,25,7,0,0.06,0.03,0.03,0.0,0.06,2880,1.34,67,90,411,2880,0.22,253,244,98,9,1.3,1.3,0.8,0.5,5.0,0.4,1.0,0,1,1,0.5,0.3,0.2,0.7,0.1,0.1,0.4,1,0.3,39.3,71.4,0.0,3.2,0.0
363,Ben Osborn,26,Midfielder,Sheffield United,589,403,186,England,13,7,6,0,0,0,0,0,0,0,0,7,4,3,3,1,2,0,0,0.0,0.0,0.0,0.0,0.0,0,0.46,196,45,0,0,0.0,315,400,-1,22,1.2,0.5,0.7,0.0,0.5,1.0,0.1,0,0,0,0.2,0.5,0.3,0.5,0.1,0.0,0.4,0,0.5,17.8,71.0,0.2,0.6,0.0
364,Ben Qadir Abou Ouattara,21,Forward,Lille,8,8,0,Burkina Faso,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,11.25,8,8,0,0,0.0,-1,-1,-1,16,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
365,Ben Zolinski,29,Defender,Paderborn,1208,656,552,Germany,28,13,15,3,2,1,2,0,2,0,0,5,1,4,26,17,9,3,0,0.37,0.15,0.22,0.27,0.16,403,1.94,46,43,403,604,0.22,100,104,125,5,0.6,0.3,0.9,,0.1,0.7,0.0,1,3,2,0.7,0.5,0.3,0.6,0.5,0.8,1.3,2,0.5,12.7,74.6,0.0,0.5,0.1
366,Beni Baningime,32,Midfielder,Everton,0,0,0,Congo DR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
367,Benito Raman,26,Forward,Schalke 04,1610,862,748,Belgium,25,13,12,4,2,2,3,2,1,0,0,6,3,3,29,16,13,2,0,0.39,0.17,0.22,0.21,0.24,403,1.62,56,64,805,537,0.11,99,86,-1,3,0.7,0.3,0.8,,0.0,0.7,0.0,0,4,3,1.4,0.6,1.0,0.4,0.7,0.8,1.8,3,0.6,12.5,66.8,0.1,0.5,0.0
368,Benjamin André,30,Midfielder,Lille,2055,1076,979,France,26,14,12,2,1,1,1,1,0,0,0,12,9,3,20,7,13,7,0,0.13,0.04,0.09,0.08,0.09,1028,0.88,103,79,294,2055,0.31,154,212,-1,5,2.7,2.3,2.1,,1.3,1.7,0.3,0,2,1,0.5,0.6,0.6,1.4,0.0,0.8,0.7,1,0.6,46.8,79.0,0.1,1.7,0.0
369,Benjamin Bourigeaud,27,Midfielder,Rennes,1904,1080,824,France,25,14,11,2,1,1,2,1,1,0,0,9,3,6,17,11,6,5,0,0.19,0.09,0.09,0.08,0.11,952,0.8,112,76,381,952,0.24,153,145,-1,7,1.6,0.8,1.2,,0.9,2.0,0.3,0,2,2,1.7,1.1,0.5,0.6,0.1,0.4,1.2,2,1.1,42.6,79.6,1.5,4.2,0.0
370,Benjamin Corgnet,34,Midfielder,Strasbourg,260,98,162,France,6,3,3,0,0,0,0,0,0,0,0,1,0,1,4,2,2,0,0,0.0,0.0,0.0,0.0,0.0,0,1.38,65,43,0,0,0.0,-1,-1,-1,16,0.2,0.3,0.5,,0.5,0.3,0.0,0,0,0,0.7,0.2,0.5,0.5,0.0,0.3,0.3,0,0.2,11.2,61.2,0.2,0.0,0.0
371,Benjamin Goller,22,Midfielder,Werder Bremen,280,118,162,Germany,10,3,7,0,0,0,0,0,0,0,0,1,0,1,5,3,2,0,0,0.0,0.0,0.0,0.0,0.0,0,1.61,56,28,0,0,0.0,248,258,-1,19,0.8,0.1,0.4,,0.1,0.7,0.0,0,0,0,0.2,0.2,1.4,0.5,0.0,0.5,1.0,0,0.2,9.0,66.7,0.0,0.1,0.0
372,Benjamin Henrichs,24,Defender,Monaco,889,439,450,Germany,13,8,5,0,0,0,0,0,0,0,0,3,3,0,18,8,10,3,0,0.0,0.0,0.0,0.0,0.0,0,1.82,49,68,296,0,0.3,304,302,154,26,2.0,1.1,1.0,,0.8,1.5,0.3,0,0,0,0.8,0.5,0.6,1.6,0.0,0.6,0.7,0,0.5,35.2,84.1,0.2,1.5,0.0
373,Benjamin Hübner,31,Defender,Hoffenheim,2075,993,1082,Germany,25,12,13,1,0,1,4,2,2,0,0,6,3,3,32,21,11,7,2,0.22,0.17,0.04,0.0,0.08,2075,1.39,65,83,259,519,0.35,221,90,60,11,1.7,1.2,1.0,,3.9,0.9,0.5,0,1,4,1.0,0.3,0.2,1.1,0.0,0.5,0.3,4,0.3,62.8,86.4,0.0,4.0,0.1
374,Benjamin Jeannot,29,Forward,Dijon,168,78,90,France,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1.61,56,84,0,0,0.0,-1,-1,-1,23,1.0,1.0,0.0,,2.0,2.0,0.0,0,0,0,2.5,0.0,0.0,1.5,0.0,1.0,2.5,0,0.0,31.5,76.2,0.0,2.0,0.0
375,Benjamin Johnson,21,Forward,West Ham United,270,180,90,England,3,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,90,90,0,0,0.0,-1,-1,-1,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
376,Benjamin Lecomte,30,Goalkeeper,Monaco,2520,1260,1260,France,28,14,14,0,0,0,0,0,0,0,0,7,4,3,42,21,21,1,0,0.0,0.0,0.0,0.0,0.0,0,1.5,60,90,2520,0,0.04,269,268,131,15,0.0,0.0,0.0,,0.9,0.0,0.0,0,0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0,0.0,25.5,70.5,0.0,6.8,0.0
377,Benjamin Leneis,22,Goalkeeper,Augsburg,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
378,Benjamin Mendy,26,Defender,Manchester City,1497,826,671,France,19,10,9,0,0,0,2,2,0,0,0,9,5,4,10,4,6,3,0,0.12,0.12,0.0,0.0,0.0,0,0.6,150,79,499,749,0.18,273,117,4,17,0.9,0.8,0.6,0.3,0.9,0.9,0.1,0,0,2,0.5,1.1,1.0,0.1,0.1,0.9,0.7,2,1.1,58.1,88.4,1.2,1.7,0.0
379,Benjamin Pavard,25,Defender,Bayern München,2790,1412,1378,France,32,16,16,4,3,1,4,3,1,0,0,15,7,8,27,13,14,5,0,0.26,0.13,0.13,0.19,0.07,698,0.87,103,87,558,698,0.16,147,125,10,8,1.1,1.6,1.3,,1.8,0.4,0.3,1,4,4,0.7,0.6,0.4,0.7,0.1,0.2,0.7,4,0.6,69.6,88.7,0.6,3.1,0.0
380,Benjamin Stambouli,30,Midfielder,Schalke 04,810,450,360,France,9,5,4,0,0,0,0,0,0,0,0,3,2,1,8,4,4,2,0,0.0,0.0,0.0,0.0,0.0,0,0.89,101,90,405,0,0.22,391,390,-1,25,3.4,1.3,1.0,,2.9,1.1,0.7,0,0,0,0.0,0.0,0.7,0.4,0.0,0.2,0.4,0,0.0,50.4,77.5,0.0,3.7,0.0
381,Benno Schmitz,26,Defender,Köln,1159,567,592,Germany,18,10,8,0,0,0,0,0,0,0,0,4,3,1,23,12,11,1,0,0.0,0.0,0.0,0.0,0.0,0,1.79,50,64,1159,0,0.08,268,284,108,15,1.6,0.9,1.3,,1.3,1.1,0.1,0,0,0,0.1,0.8,0.1,0.2,0.0,0.2,0.7,0,0.8,32.1,69.8,0.6,2.9,0.0
382,Benoît Badiashile Mukinayi,20,Defender,Monaco,1413,540,873,France,16,6,10,0,0,0,0,0,0,0,0,3,1,2,23,7,16,0,0,0.0,0.0,0.0,0.0,0.0,0,1.46,61,88,0,0,0.0,309,306,122,28,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
383,Benoît Costil,33,Goalkeeper,Bordeaux,2520,1170,1350,France,28,13,15,0,0,0,0,0,0,0,0,6,4,2,30,11,19,1,0,0.0,0.0,0.0,0.0,0.0,0,1.07,84,90,2520,0,0.04,367,367,70,22,0.0,0.1,0.0,,0.5,0.1,0.0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0,0.0,28.0,66.8,0.0,7.1,0.0
384,Berat Djimsiti,28,Defender,Atalanta,2789,1555,1234,Albania,34,19,15,2,2,0,1,1,0,0,0,8,5,3,35,23,12,5,0,0.1,0.03,0.06,0.12,0.0,1395,1.13,80,82,558,2789,0.16,219,256,54,9,1.2,1.4,0.9,,2.6,0.2,0.4,0,2,1,0.6,0.4,,1.1,0.0,0.2,0.5,1,0.4,53.4,86.0,0.0,2.6,0.0
385,Bernard Anício Caldeira Duarte,28,Midfielder,Everton,1280,688,592,Brazil,27,15,12,3,3,0,2,1,1,0,0,7,5,2,11,3,8,2,0,0.35,0.14,0.21,0.39,0.0,427,0.77,116,47,640,640,0.14,88,94,-1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
386,Bernard Patrick Ashley-Seal,22,Forward,Wolverhampton Wanderers,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
387,Bernard Tekpetey,23,Forward,Fortuna Düsseldorf,448,152,296,Ghana,9,4,5,0,0,0,1,0,1,0,0,1,1,0,10,2,8,4,0,0.2,0.2,0.0,0.0,0.0,0,2.01,45,50,112,448,0.8,338,70,-1,22,0.4,0.2,1.6,,0.0,0.2,0.0,0,0,1,1.2,0.6,1.0,1.4,0.3,1.1,2.2,1,0.6,9.3,63.1,0.4,0.4,0.0
388,Bernardo,25,Defender,Brighton & Hove Albion,675,257,418,Brazil,14,4,10,0,0,0,0,0,0,0,0,2,0,2,17,6,11,1,0,0.0,0.0,0.0,0.0,0.0,0,2.27,40,48,675,0,0.13,410,356,163,19,1.9,0.4,0.2,0.1,1.4,0.3,0.2,0,0,0,0.5,0.3,0.6,0.2,0.3,0.8,1.1,0,0.3,23.6,73.6,0.2,0.9,0.0
389,Bernardo Espinosa,31,Defender,RCD Espanyol,2261,1170,1091,Colombia,26,13,13,3,2,1,0,0,0,0,0,4,2,2,36,17,19,6,1,0.12,0.0,0.12,0.15,0.08,754,1.43,63,87,323,0,0.28,143,304,146,4,0.9,0.9,1.3,,4.0,0.1,0.4,0,3,0,0.8,0.2,,0.7,0.1,0.1,0.3,0,0.2,42.8,74.2,0.0,2.8,0.0
390,Bernardo Rusa,20,Midfielder,West Ham United,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
391,Bernardo Silva,26,Midfielder,Manchester City,2029,972,1057,Portugal,34,17,17,6,4,2,7,3,4,0,0,16,10,6,23,8,15,5,0,0.58,0.31,0.27,0.37,0.17,338,1.02,88,60,406,290,0.22,62,21,-1,6,1.1,0.7,0.7,0.0,0.4,0.9,0.0,0,6,7,1.5,1.5,1.2,0.6,0.1,0.6,0.7,7,1.5,40.4,90.2,0.5,1.1,0.0
392,Bernd Leno,29,Goalkeeper,Arsenal,2650,1350,1300,Germany,30,15,15,0,0,0,0,0,0,0,0,7,4,3,38,20,18,2,0,0.0,0.0,0.0,0.0,0.0,0,1.29,70,88,1325,0,0.07,368,373,88,19,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0,0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0,0.0,26.7,72.3,0.0,2.5,0.0
393,Bertrand Traoré,25,Forward,Olympique Lyonnais,1254,541,713,Burkina Faso,23,11,12,1,1,0,3,0,3,0,0,7,5,2,10,2,8,6,0,0.29,0.22,0.07,0.17,0.0,1254,0.72,125,55,209,418,0.43,165,41,-1,11,1.2,0.9,0.9,,0.6,0.5,0.1,0,1,3,1.6,1.1,1.4,0.8,0.1,1.1,1.9,3,1.1,21.4,82.2,0.8,1.1,0.0
394,Beñat,34,Midfielder,Athletic Club Bilbao,388,112,276,Spain,11,5,6,0,0,0,0,0,0,0,0,5,3,2,3,1,2,0,0,0.0,0.0,0.0,0.0,0.0,0,0.7,129,35,0,0,0.0,295,299,-1,22,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
395,Biagio Meccariello,30,Defender,Lecce,767,426,341,Italy,14,7,7,1,1,0,0,0,0,0,0,0,0,0,20,13,7,2,0,0.12,0.0,0.12,0.21,0.0,767,2.35,38,55,384,0,0.23,162,292,186,11,1.6,0.7,0.6,,1.6,0.4,0.1,0,1,0,0.4,0.4,,0.2,0.1,0.1,0.4,0,0.4,25.2,83.6,0.1,2.2,0.0
396,Bilal Benkhedim,20,Midfielder,Saint-Étienne,130,30,100,France,3,1,2,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,1.38,65,43,0,0,0.0,-1,-1,-1,16,1.0,0.3,0.7,,0.0,1.0,0.0,0,0,0,0.3,1.7,0.0,1.0,0.0,0.3,2.0,0,1.7,19.3,81.0,0.7,0.7,0.0
397,Bilal Boutobba,22,Midfielder,Montpellier,4,0,4,France,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,4,0,0,0.0,-1,-1,-1,27,0.0,0.0,0.0,,0.0,1.0,0.0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,2.0,50.0,1.0,0.0,0.0
398,Billy Gilmour,19,Midfielder,Chelsea,191,111,80,Scotland,6,5,1,0,0,0,0,0,0,0,0,3,3,0,3,1,2,0,0,0.0,0.0,0.0,0.0,0.0,0,1.41,64,32,0,0,0.0,-1,-1,-1,21,0.8,0.5,0.5,0.0,0.3,0.3,0.0,0,0,0,0.2,0.7,0.3,0.2,0.0,0.5,0.5,0,0.7,28.7,90.1,0.0,1.5,0.0
399,Billy Sharp,35,Forward,Sheffield United,1052,580,472,England,25,13,12,3,2,1,2,0,2,0,0,8,5,3,10,6,4,2,1,0.43,0.17,0.26,0.31,0.19,351,0.86,105,42,351,526,0.26,63,72,-1,5,0.2,0.0,0.8,0.0,0.1,0.2,0.0,0,3,2,0.6,0.6,0.6,1.3,0.4,1.2,1.4,2,0.6,8.5,74.1,0.0,0.1,0.0
